,name,payment_modes,locality
418,Tea Post,,"Yerawada, Pune"
419,Ganesh Bhel,,"Aundh, Pune"
420,Smokin' Joe's,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","JM Road, Pune"
421,Red Chilli Chinese,"
Digital payments accepted","Hadapsar, Pune"
422,Neels Kitchen,"
Digital payments accepted","Chinchwad, Pune"
423,Bread Bash,"
Digital payments accepted","Parvati, Pune"
424,Pang's,"
Digital payments accepted","Bhosari, Pune"
425,Sujata Mastani,"
Digital payments accepted","Kothrud, Pune"
426,The Burger Cafe,,"Sinhgad Road, Pune"
427,Infinity Cafe,"Cash and Cards accepted
Digital payments accepted","Ravet, Pune"
428,The King Shawarma,,"Sinhgad Road, Pune"
429,Firangi Bake,,"Camp Area, Pune"
430,Rolls Mania,Cash and Cards accepted,"Destination Centre, Magarpatta, Pune"
431,MBA Cafe Katta,"
Digital payments accepted","Dhankawadi, Pune"
432,Italian Hut,,"Pimple Saudagar, Pune"
433,Kalika's The Royal Bakery,"
Digital payments accepted","Hadapsar, Pune"
434,Mealful Rolls - Meals In A Roll,"
Digital payments accepted","Kharadi, Pune"
435,Hyderabadi Cook Biryani House,"Cash and Cards accepted
Digital payments accepted","Kharadi, Pune"
436,Cake Castle Bakery,,"Yerawada, Pune"
437,Bingy Bites,"
Digital payments accepted","Deccan Gymkhana, Pune"
438,Shruti Restaurant & Bar,Cash and Cards accepted,"Akurdi, Pune"
439,Roll Xpress,,"Wakad, Pune"
440,LeanCrust Pizza - ThinCrust Experts,,"Baner, Pune"
441,Cafe Coffee Hutt,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
442,ZAZA 22 Spice Biryani,,"Dhole Patil Road, Pune"
443,New Empire Bakery,,"Camp Area, Pune"
444,Reddy's Biryani Zone,"Cash and Cards accepted
Digital payments accepted","Pimple Nilakh, Pune"
445,Shree Gurudev Datta,,"Pashan, Pune"
446,Hash Tag Masala Veg & Non Veg Garden Restaurant,"Cash and Cards accepted
Digital payments accepted","Sinhgad Road, Pune"
447,RR Veg Non-Veg Chinese Restaurant,"Cash and Cards accepted
Digital payments accepted","Pimple Gurav, Pune"
448,Envision Patisserie,,"Baner, Pune"
449,Karachi Sweet Mart,"Cash and Cards accepted
Digital payments accepted","Kharadi, Pune"
450,Food Capital,,"Dhanori, Pune"
451,Mad Over Donuts,Cash and Cards accepted,"Seasons Mall, Magarpatta , Pune"
452,Hotel Foodie Panda,,"Chinchwad, Pune"
453,Hunger Box,,"Sinhgad Road, Pune"
454,Natural Ice Cream,"
Digital payments accepted","Ozone Mall, Aundh, Pune"
455,Bowls@69,,"Kondhwa, Pune"
456,Masala Jodi,"
Digital payments accepted","Karve Nagar, Pune"
457,Bun'ee Heist,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
458,Chotishi Book,"
Digital payments accepted","Kondhwa, Pune"
459,Bebe Di Rasoi - Punjabi,,"Kalyani Nagar, Pune"
460,Murphies,"Cash and Cards accepted
Digital payments accepted","Koregaon Park, Pune"
461,Starbucks Coffee,"Cash and Cards accepted
Digital payments accepted","Phoenix Market City, Viman Nagar, Pune"
462,Paramhans Pure Veg,"Cash and Cards accepted
Digital payments accepted","Bavdhan, Pune"
463,Hotel MH 09,"
Digital payments accepted","Wakad, Pune"
464,Shivprasad Family Resto & Bar,"Cash and Cards accepted
Digital payments accepted","Bavdhan, Pune"
465,Tiranga,"Cash and Cards accepted
Digital payments accepted","Camp Area, Pune"
466,The Chinese Hub,,"Mahalunge, Pune"
467,Amul Ice Creams Parlour N Beverages ,,"Kharadi, Pune"
468,Subway,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Viman Nagar, Pune"
469,Rajeshwar Enterprises,,"Rasta Peth, Pune"
470,Chinese King - Brahmas Food Corner,"Cash and Cards accepted
Digital payments accepted","Dhankawadi, Pune"
471,Siily Chilly,"
Digital payments accepted","Erandwane, Pune"
472,Biryani Bowl,,"Hinjawadi, Pune"
473,Jay Ganesh Misal Pav,,"Kothrud, Pune"
474,Burger Hub,,"Dange Chowk, Pune"
475,Hotel Malwani Solkadi,"Cash and Cards accepted
Digital payments accepted","Sadashiv Peth, Pune"
476,Indchi,,"Pimpri, Pune"
477,Alen's Restaurant,"
Digital payments accepted","Kondhwa, Pune"
478,MOC Cake N Cafe,"Cash and Cards accepted
Digital payments accepted","Wagholi, Pune"
479,Homely Meals@69,,"Kondhwa, Pune"
480,Vignaharta Caterers,,"Talawade, Pune"
481,Copper Chocs,"Cash, Cards and Meal Coupons accepted","Fatima Nagar, Pune"
482,The Roll Box,,"NIBM Road, Pune"
483,Meals101,,"Magarpatta, Pune"
484,La Cheezy,,"Chandan Nagar, Pune"
485,Murli Best Bhelpuri,,"East Street, Pune"
486,Sadhanas Kitchen,,"Aundh, Pune"
487,Mankar Dosa Centre,,"Karve Nagar, Pune"
488,Pizza Hut,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Hinjawadi, Pune"
489,Sonal Snacks And Bakery,,"Bibvewadi, Pune"
490,CnP House - Chicken And Paratha,"Cash and Cards accepted
Digital payments accepted","Pashan, Pune"
491,Mad Over Chicken,,"Viman Nagar, Pune"
492,Roll Time,"
Digital payments accepted","Hinjawadi, Pune"
493,Pokket Cafe,"Cash and Cards accepted
Digital payments accepted","Akurdi, Pune"
494,Krishna Veg,"Cash and Cards accepted
Digital payments accepted","Nigdi, Pune"
495,Slurpy Shakes,,"Kharadi, Pune"
496,Tittos Family Restaurant,,"Wagholi, Pune"
497,Fly High,"Cash and Cards accepted
Digital payments accepted","Seasons Mall, Magarpatta , Pune"
498,Indish,,"Aundh, Pune"
499,Irish Biryani,,"Hadapsar, Pune"
500,Joshi Wadewale,"
Digital payments accepted","Talawade, Pune"
501,Jay Ganesh Snacks Center,"
Digital payments accepted","Bibvewadi, Pune"
502,Hotel Anand Garden,"Cash and Cards accepted
Digital payments accepted","Narhe, Pune"
503,Frendz Cafe,,"Bhosari, Pune"
504,Meals101,,"Hinjawadi, Pune"
505,Chaitanya Paranthas,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
506,Narsobawadi,"
Digital payments accepted","Dhankawadi, Pune"
507,Chai Point,Cash and Cards accepted,"Baner, Pune"
508,Hotel Malhar,"
Digital payments accepted","Pimple Saudagar, Pune"
509,Cafe Delhi Heights,"Cash and Cards accepted
Digital payments accepted","The Pavillion, Senapati Bapat Road, Pune"
510,Saideep Chinese,,"Dange Chowk, Pune"
511,Slice of Soul (S.O.S.),"Cash and Cards accepted
Digital payments accepted","Wadgaon Sheri, Pune"
512,Pizza Cafe,,"Kondhwa, Pune"
513,The Sandwich Box,,"Wanowrie, Pune"
514,Roll And Pizza House,,"Karve Nagar, Pune"
515,China Wale,,"Narhe, Pune"
516,Itminaan Biryani - Dum Pukht,,"Dhayari, Pune"
517,Shegaon Kachori,,"Magarpatta, Pune"
518,Akanksha Foods,,"Bavdhan, Pune"
519,Moksh Pure Veg,,"Wadgaon Sheri, Pune"
520,Kwality Wall’s Frozen Dessert and Ice Cream Shop,,"Karve Nagar, Pune"
521,Rajmandir Ice Cream,"
Digital payments accepted","Wakad, Pune"
522,Itminaan Biryani - Dum Pukht,,"Baner, Pune"
523,Domino's Pizza,Cash and Cards accepted,"Hadapsar, Pune"
524,The Biryani Life,,"Mundhwa, Pune"
525,McCafe by McDonald's,,"Chinchwad, Pune"
526,Sonia's Punjabi Food,,"Wakad, Pune"
527,Punjabi Chaap Corner,"Cash and Cards accepted
Digital payments accepted","Balewadi, Pune"
528,The Fish House,,"Kondhwa, Pune"
529,Sparshika's Cake Vista,,"Bibvewadi, Pune"
530,Bluestone Resto Bar,Cash and Cards accepted,"Baner, Pune"
531,Darling B&B,,"Dhanori, Pune"
532,Lazeez,,"Westend Mall, Aundh, Pune"
533,Golden Amruttulya,"
Digital payments accepted","Pimple Gurav, Pune"
534,The Tandoor,,"Wakad, Pune"
535,Rolls And Burger Point,,"Bhosari, Pune"
536,Cafe Peter,,"Bibvewadi, Pune"
537,The Rice Guys,,"Aundh, Pune"
538,Hotel Martand,"
Digital payments accepted","Baner, Pune"
539,Nimantran Pure Veg,,"Wakad, Pune"
540,Khichadiwala,"
Digital payments accepted","Pimple Saudagar, Pune"
541,Balaji Fast Food,"
Digital payments accepted","Aundh, Pune"
542,Talli Boy Lounge,,"Hinjawadi, Pune"
543,ZAZA 22 Spice Biryani,,"Viman Nagar, Pune"
544,Pizza Hut,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Baner, Pune"
545,Hotel Shevanti,,"Dhankawadi, Pune"
546,Rice Bowl Factory,,"Pimple Saudagar, Pune"
547,Emir Biryani,,"Kondhwa, Pune"
548,Foodelicious,,"Viman Nagar, Pune"
549,Samarth Wadewale,"
Digital payments accepted","Pimpri, Pune"
550,Hotel Urban,"
Digital payments accepted","NIBM Road, Pune"
551,Zhingat Biryani,"Cash and Cards accepted
Digital payments accepted","Warje, Pune"
552,Al Nayaab Juice Bar & Grill,,"East Street, Pune"
553,FoodGinie,,"Wakad, Pune"
554,Cafe Crezees,"
Digital payments accepted","Pimpri, Pune"
555,Cakes World,,"Lohegaon, Pune"
556,Chocolate Biclate,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
557,Annapurna Snacks Center,,"Shivaji Nagar, Pune"
558,New Bissmillah Caterers,,"Bhosari, Pune"
559,Gossip Cafe,"Cash and Debit Cards accepted
Digital payments accepted","Kondhwa, Pune"
560,Manisha Mess,,"Chinchwad, Pune"
561,Spice It,"Cash and Cards accepted
Digital payments accepted","Hotel Ibis, Viman Nagar, Pune"
562,Sahare Dining Hall,Cash and Cards accepted,"Camp Area, Pune"
563,Chaitanya Fast Food,,"Ravet, Pune"
564,S Kumar Wadewale,"
Digital payments accepted","Wanowrie, Pune"
565,K P Biryaniwala,,"Pimple Nilakh, Pune"
566,Appa Bhelwale,,"Satara Road, Pune"
567,Chitale Ice Cream,"
Digital payments accepted","Sadashiv Peth, Pune"
568,Spice Mafia,"Cash and Cards accepted
Digital payments accepted","Kharadi, Pune"
569,Pizza Hut,"Cash and Cards accepted
Digital payments accepted","Undri, Pune"
570,HKGN Fast Food Chinese,,"Viman Nagar, Pune"
571,The Dessert Heaven,,"Wakad, Pune"
572,Kolhapur Inn,,"Bavdhan, Pune"
573,Natural Ice Cream,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Hadapsar, Pune"
574,Hyderabadi Nawabi Biryani House,,"Chandan Nagar, Pune"
575,Hotel Archana Restaurant & Bar,"Cash and Cards accepted
Digital payments accepted","Dange Chowk, Pune"
576,Smokin' Joe's,"Cash, Cards and Meal Coupons accepted","Viman Nagar, Pune"
577,7 Brio Family Restaurant,"Cash and Cards accepted
Digital payments accepted","Bhosari, Pune"
578,Hotel Trupti,,"Bibvewadi, Pune"
579,Moonlight Kitchen,,"Karve Nagar, Pune"
580,Box O Pizza,,"Aundh, Pune"
581,Karna Hyderabadi House,"Cash and Cards accepted
Digital payments accepted","Sinhgad Road, Pune"
582,Balaji Pav Bhaji,"
Digital payments accepted","Karve Nagar, Pune"
583,Venky's Xprs,Cash and Cards accepted,"Baner, Pune"
584,Dhaba Special,,"Hadapsar, Pune"
585,Zakkas,"
Digital payments accepted","Hinjawadi, Pune"
586,Hotel Gawaliwada,"
Digital payments accepted","Pune-Solapur Road, Pune"
587,The Momo Panda,"
Digital payments accepted","Sadashiv Peth, Pune"
588,Tamil Nadu Restaurant,"
Digital payments accepted","Hinjawadi, Pune"
589,We Idliwale,"
Digital payments accepted","Baner, Pune"
590,Cafe Durga,"
Digital payments accepted","Hinjawadi, Pune"
591,Oven Pizza,"Cash and Cards accepted
Digital payments accepted","Wagholi, Pune"
592,Frozen Bottle,Cash and Cards accepted,"Magarpatta, Pune"
593,Hotel Chinmay,,"Dhanori, Pune"
594,Street Foods By Punjab Grill,"Cash and Cards accepted
Digital payments accepted","Chinchwad, Pune"
595,The Royal Biryani Burger & Momos,,"Viman Nagar, Pune"
596,Singh Saab,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
597,Tea Villa Cafe,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
598,LeanCrust Pizza - ThinCrust Experts,,"Pimple Saudagar, Pune"
599,Cafe 96,,"Chinchwad, Pune"
600,Natural Ice Cream,"Cash and Cards accepted
Digital payments accepted","Sinhgad Road, Pune"
601,Assal Biryani,,"Nigdi, Pune"
602,Chaats And Wraps,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
603,Thee Thali Restaurant,"
Digital payments accepted","Chinchwad, Pune"
604,Cafe Pune,Cash and Cards accepted,"NIBM Road, Pune"
605,Gaurav Biryani House,"Cash and Cards accepted
Digital payments accepted","Shukrawar Peth, Pune"
606,Temptism,,"Viman Nagar, Pune"
607,Chinese Whinese,,"Aundh, Pune"
608,Masala Story,,"Yerawada, Pune"
609,Raut's Barfi,"Cash and Cards accepted
Digital payments accepted","Hadapsar, Pune"
610,Chinese Xprs,,"Dange Chowk, Pune"
611,Laxmi Cafe & Restaurant,"
Digital payments accepted","Mundhwa, Pune"
612,Hot Momo's And Burger,,"Senapati Bapat Road, Pune"
613,Kwality Family Resto Bar,Cash and Cards accepted,"Shivaji Nagar, Pune"
614,The Classroom Cafe,"Cash and Cards accepted
Digital payments accepted","Bavdhan, Pune"
615,Malashree Veg Kitchen,"Cash and Cards accepted
Digital payments accepted","Pimpri, Pune"
616,Deewan-e-Biryani,,"Kothrud, Pune"
617,Chickoo Vada Pav & Snacks,,"Kharadi, Pune"
618,Bread Bash,"
Digital payments accepted","Pimple Gurav, Pune"
619,The Chef's Way Cafe,"Cash and Cards accepted
Digital payments accepted","Khadki, Pune"
620,Shlok Pure Veg,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
621,Baker's Hut,"Cash and Cards accepted
Digital payments accepted","Nigdi, Pune"
622,Aaugust Cafe And Juice Bar,,"JM Road, Pune"
623,Horn OK Please,"Cash and Cards accepted
Digital payments accepted","FC Road, Pune"
624,Dakkhani Biryani,,"Aundh, Pune"
625,A1 Paan Shop,,"Yerawada, Pune"
626,Shree Krishna Palace,,"Dhole Patil Road, Pune"
627,Kota Kachori & Namkeens,,"Wakad, Pune"
628,Navratri Meals by LunchBox,,"Katraj, Pune"
629,K Korner,"Cash and Cards accepted
Digital payments accepted","Aundh, Pune"
630,Irish chill,"
Digital payments accepted","Hadapsar, Pune"
631,Shiv Mudra,,"Kharadi, Pune"
632,Szechuan Dumpling House,,"Wakad, Pune"
633,Sujata Mastani,,"Sadashiv Peth, Pune"
634,Gareeb Nawaj Caterers,,"Warje, Pune"
635,Ladachi Mastani & Kulfi,"
Digital payments accepted","Narhe, Pune"
636,LunchBox - Meals and Thalis,,"Shaniwar Peth, Pune"
637,The Belgian Waffle Co.,"Cash and Cards accepted
Digital payments accepted","Pimple Saudagar, Pune"
638,Cafe Cloud 9,Cash and Cards accepted,"Pimpri, Pune"
639,Asta La Vistaa,,"Nigdi, Pune"
640,Chai Point,Cash and Cards accepted,"Phoenix Market City, Viman Nagar, Pune"
641,Shahji's Parantha House,"
Digital payments accepted","Rasta Peth, Pune"
642,The Backyard Kitchen,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
643,Leaf Restaurant,"
Digital payments accepted","Chandan Nagar, Pune"
644,Patiala Canteen,,"Viman Nagar, Pune"
645,Hotel Rangoli Family Dhaba,"Cash and Cards accepted
Digital payments accepted","Chinchwad, Pune"
646,The Ganache,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
647,Great Poona Cold Drink House,"
Digital payments accepted","Camp Area, Pune"
648,Parth Kitchen,"Cash and Cards accepted
Digital payments accepted","Pimple Gurav, Pune"
649,Madurai Idly Shop,,"Kothrud, Pune"
650,Best Belgian waffle,"
Digital payments accepted","Erandwane, Pune"
651,Killa Hotel,"Cash and Cards accepted
Digital payments accepted","Wagholi, Pune"
652,Latitude 18.5 Bistrotheq,"Cash and Cards accepted
Digital payments accepted","Hinjawadi, Pune"
653,Chitale Bandhu Mithaiwale ,,"Vishrantwadi, Pune"
654,Rose Wood,Cash and Cards accepted,"Dange Chowk, Pune"
655,FudHutz,,"Balewadi, Pune"
656,Chaupaty Chineses,,"Pimpri, Pune"
657,Pizza 24By7,"
Digital payments accepted","Kondhwa, Pune"
658,Roll Bites,"Cash and Cards accepted
Digital payments accepted","Satara Road, Pune"
659,MOJO Pizza - 2X Toppings,,"Aundh, Pune"
660,The Canteen,,"Dhanori, Pune"
661,Cheers Resto Bar,"Cash and Cards accepted
Digital payments accepted","FC Road, Pune"
662,Fusion Kitchen,"
Digital payments accepted","Kothrud, Pune"
663,The Cake Carnival,,"Aundh, Pune"
664,Gharchi Chav,,"Wadgaon Sheri, Pune"
665,Qabil-E-Tareef,"Cash and Cards accepted
Digital payments accepted","Pimple Saudagar, Pune"
666,Kapila Kathi Kebab,"
Digital payments accepted","Dhole Patil Road, Pune"
667,Lai Bhari Biryani,,"Baner, Pune"
668,Hotel Patil Misal House,"
Digital payments accepted","Pimple Gurav, Pune"
669,Shree Swami Samarth Pav Bhaji & Juice Center,"
Digital payments accepted","Bibvewadi, Pune"
670,Smoke House Of Delhi,,"Pimple Nilakh, Pune"
671,The Quick Wok,,"JM Road, Pune"
672,Lollapalooza,Cash and Cards accepted,"Pimple Saudagar, Pune"
673,The Dessert Zone,,"Hadapsar, Pune"
674,Chill Corner,"
Digital payments accepted","Karve Nagar, Pune"
675,WS Bakers,,"Sus, Pune"
676,Masemari - The Fishing,"Cash and Cards accepted
Digital payments accepted","Sadashiv Peth, Pune"
677,The Biryani Life,,"Baner, Pune"
678,The Chocolate Room,"Cash and Cards accepted
Digital payments accepted","Magarpatta, Pune"
679,Good Morning Sandwich,"
Digital payments accepted","Pashan, Pune"
680,Pakwan Food Tradition,"Cash and Cards accepted
Digital payments accepted","Pimple Saudagar, Pune"
681,Keventers Ice Creams,,"Westend Mall, Aundh, Pune"
682,Kollage Food Court,"Cash and Cards accepted
Digital payments accepted","Law College Road, Pune"
683,Thali & Co,,"Dhanori, Pune"
684,Gecko Kitchen's,,"Magarpatta, Pune"
685,Arabian Mandi,"Cash and Cards accepted
Digital payments accepted","Hinjawadi, Pune"
686,Madhav Wine And Dine Family Rest-O- Bar,Cash and Cards accepted,"Hadapsar, Pune"
687,Tagda Singh,,"Hadapsar, Pune"
688,Annapurna Hotel And Catering Services,"
Digital payments accepted","Wadgaon Sheri, Pune"
689,Zayk-E-Awadh Mithaas,,"Kalyani Nagar, Pune"
690,Cake Bake,,"Wagholi, Pune"
691,Darya,Cash and Cards accepted,"Kothrud, Pune"
692,Domiona Pizza,,"Wagholi, Pune"
693,Kamat Non Veg,,"Kondhwa, Pune"
694,Bakers Plaza,,"Vishrantwadi, Pune"
695,Biryani Kebabs & Co,"
Digital payments accepted","Kothrud, Pune"
696,Unwind Cafe,,"Sadashiv Peth, Pune"
697,Mango Cake House,,"Wagholi, Pune"
698,Big Bowl Company,,"Kumar Pacific Mall, Swargate, Pune"
699,Baasuri Pure Veg,Cash and Cards accepted,"Parvati, Pune"
700,THE ELEPHANT,"Cash and Cards accepted
Digital payments accepted","Chandan Nagar, Pune"
701,The Brooklyn Creamery - Healthy Ice Cream,,"Undri, Pune"
702,Rosso Bianco,"Cash and Cards accepted
Digital payments accepted","Khadki, Pune"
703,Aaina,,"Lohegaon, Pune"
704,Eighty Eight - Hyatt Pune,Cash and Cards accepted,"Hyatt Pune, Nagar Road, Pune"
705,Mahesh Bhuvan,Cash and Cards accepted,"Shukrawar Peth, Pune"
706,Mankar Dosa Center,"
Digital payments accepted","Sinhgad Road, Pune"
707,H Dragon Chinese Center,"
Digital payments accepted","Karve Nagar, Pune"
708,Tanu's Kitchen,"Cash and Cards accepted
Digital payments accepted","Warje, Pune"
709,Kouzina Kafe - The Food Court,,"Law College Road, Pune"
710,Malhar Chinese,,"Pimple Gurav, Pune"
711,Jyoti Bhel,"
Digital payments accepted","Hadapsar, Pune"
712,Hotel Kaveri,Cash and Cards accepted,"Bibvewadi, Pune"
713,Chinese 24*7,,"Wakad, Pune"
714,Wholesome Meals,,"Baner, Pune"
715,Jagdamb Misal House,,"Wagholi, Pune"
716,The Sambar Story,,"Pimple Nilakh, Pune"
717,Kwality Wall’s Frozen Dessert and Ice Cream Shop,,"Pimpri, Pune"
718,Haldiram's Express,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
719,Paratha Envy,,"Narhe, Pune"
720,Urban Tadka,,"Viman Nagar, Pune"
721,Sidheshwar Foods,"Cash and Cards accepted
Digital payments accepted","Hadapsar, Pune"
722,Ande Ka Funda,,"Baner, Pune"
723,S Kumar Wadewale,,"Hadapsar, Pune"
724,Garvaa Biryani- Market Yard,,"Bibvewadi, Pune"
725,Tuck Truck,"
Digital payments accepted","Satara Road, Pune"
726,Urban Chinese Food ,,"Wakad, Pune"
727,The China Wok,"
Digital payments accepted","Mundhwa, Pune"
728,Samindra,,"Parvati, Pune"
729,Suprasiddha Dosa Aani Vadapav,,"Sinhgad Road, Pune"
730,Hero Sandwiches,,"Baner, Pune"
731,Vadilal Ice Cream,,"Kothrud, Pune"
732,Shinde Tea House,,"Sadashiv Peth, Pune"
733,Round The Clock Cravings,"
Digital payments accepted","Pimple Gurav, Pune"
734,Rohit Wadewale,"
Digital payments accepted","Akurdi, Pune"
735,Royal Biryanis And Restaurant,"
Digital payments accepted","Katraj, Pune"
736,The Momo Panda,"Cash and Cards accepted
Digital payments accepted","Aundh, Pune"
737,Viman Nagar Social,"Cash and Cards accepted
Digital payments accepted","Phoenix Market City, Viman Nagar, Pune"
738,Paratha Singh,,"Viman Nagar, Pune"
739,Madhuban,Cash and Cards accepted,"Dhole Patil Road, Pune"
740,Winterbite Express,,"Wakad, Pune"
741,Toastry,,"Wanowrie, Pune"
742,Vrindavan Restaurant,Cash and Cards accepted,"Bhosari, Pune"
743,Vaishnavi Bhel & Panipuri Center,,"Karve Nagar, Pune"
744,Someshwar Bhel Ani Misal,,"Wagholi, Pune"
745,Puneri Dum,"
Digital payments accepted","Aundh, Pune"
746,Radio Shack Restaurants Sea Food,,"Dhanori, Pune"
747,Hotel Saranga,"
Digital payments accepted","Bhosari, Pune"
748,Chocolate Biclate,"Cash and Cards accepted
Digital payments accepted","Pimple Nilakh, Pune"
749,Unique Foods & Beverages,"Cash and Cards accepted
Digital payments accepted","Kondhwa, Pune"
750,Chow Express,"
Digital payments accepted","Kharadi, Pune"
751,Flavours Street,"
Digital payments accepted","Bibvewadi, Pune"
752,Masala Mantra,Cash and Cards accepted,"Sinhgad Road, Pune"
